4	0	ADD	1.000000	ADD1
7	1	MUL	6.000000	MUL1
10	2	ADD	8.000000	ADD2
13	3	ADD	10.000000	ADD1
34	4	DIV	5.000000	DIV1
37	5	ADD	7.000000	ADD2
40	6	ADD	9.000000	ADD1
43	7	ADD	11.000000	ADD2
46	8	ADD	13.000000	ADD1
49	9	ADD	15.000000	ADD2
52	10	ADD	17.000000	ADD1
55	11	ADD	19.000000	ADD2
58	12	ADD	21.000000	ADD1
61	13	ADD	23.000000	ADD2
